,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,37.436,6.63
std,54.42054299159004,1.3
min,6.0,6.0
25%,6.0,6.0
50%,8.0,6.0
75%,51.0,6.0
max,330.0,13.0
no_min_moves,341.0,76.0
