,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.803,6.41
std,36.02529684836772,1.0550025132815102
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,12.0
no_min_moves,685.0,83.0
