,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.016,6.48
std,29.00867537905251,0.9896433394884945
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,316.0,10.0
no_min_moves,652.0,79.0
