,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.268,6.27
std,24.74935770291235,0.7895146188218007
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,398.0,11.0
no_min_moves,685.0,87.0
