,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,15.751,6.52
std,40.90097662512338,0.8930709700666332
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,7.0
max,492.0,9.0
no_min_moves,663.0,73.0
