,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,22.708,6.28
std,57.735674795953884,0.6974701760395541
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,479.0,9.0
no_min_moves,668.0,85.0
