,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,17.503,6.62
std,40.86012164128419,1.1171753703339542
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,7.25
max,413.0,11.0
no_min_moves,676.0,73.0
