,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.62,6.41
std,25.917471236895686,0.8656754238130705
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,298.0,9.0
no_min_moves,687.0,81.0
