,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.672,5.13
std,31.016809288810776,0.4416452253228886
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,500.0,7.0
no_min_moves,730.0,91.0
