,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.078,5.36
std,21.665116969296363,0.7852169487254186
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,455.0,8.0
no_min_moves,704.0,82.0
