,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.419,5.25
std,24.9707223759341,0.6871842709362768
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,285.0,8.0
no_min_moves,723.0,87.0
