,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.648,5.3
std,26.93788680920881,0.7453559924999299
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,301.0,8.0
no_min_moves,702.0,85.0
