,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.472,5.33
std,18.476325137607606,0.9107106782035334
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,301.0,11.0
no_min_moves,728.0,84.0
