,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.344,5.43
std,16.267707346221297,0.9017939472142863
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,266.0,9.0
no_min_moves,711.0,79.0
