,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.698,4.15
std,16.262757246951487,0.519809599951771
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,384.0,6.0
no_min_moves,735.0,92.0
