,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.987,4.3
std,20.322200245613733,0.7587869106393281
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,383.0,8.0
no_min_moves,753.0,85.0
