,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.966,4.3
std,21.688089293831702,0.9156330260447351
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,6.0,4.0
max,372.0,10.0
no_min_moves,732.0,88.0
