,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.051,4.15
std,11.117913788432029,0.5924610544247622
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,238.0,8.0
no_min_moves,771.0,93.0
