,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.715,5.43
std,19.273589345169892,3.349219719169337
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,6.0,5.0
max,339.0,22.0
no_min_moves,708.0,65.0
