,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.005,5.37
std,14.578529024167992,0.8122173167921068
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,253.0,8.0
no_min_moves,678.0,80.0
