,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.355,5.32
std,13.119721875943183,0.7369058983549414
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,172.0,9.0
no_min_moves,655.0,81.0
