,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.702,5.23
std,17.977051214544904,0.6794977348874474
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,316.0,9.0
no_min_moves,701.0,88.0
