,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.103,6.04
std,17.767218833150704,3.7629775444453557
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,210.0,39.0
no_min_moves,679.0,77.0
