,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.428,5.68
std,20.885713514961108,1.662904845519588
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,6.0
max,273.0,17.0
no_min_moves,656.0,74.0
