,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.855,5.91
std,10.759262834262241,6.910824476825826
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,132.0,74.0
no_min_moves,686.0,88.0
