,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.311,5.4
std,16.667936257950444,0.9320337272260423
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,297.0,9.0
no_min_moves,704.0,82.0
