,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.996,4.27
std,16.301832220144266,0.8391313449880266
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,304.0,9.0
no_min_moves,754.0,89.0
