,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.605,4.15
std,24.629160979833856,0.5924610544247622
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,500.0,8.0
no_min_moves,747.0,93.0
