,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.23,4.16
std,19.098372911006,0.5264710031632485
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,302.0,6.0
no_min_moves,755.0,91.0
