,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.907,4.34
std,15.438416230160907,0.9557904339003156
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,250.0,10.0
no_min_moves,760.0,86.0
