,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.231,4.25
std,18.138761083758,0.6571287406727709
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,339.0,6.0
no_min_moves,760.0,87.0
