,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.538,4.19
std,11.361233807717964,0.7343656645656367
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,132.0,9.0
no_min_moves,744.0,91.0
