,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.781,4.35
std,15.514113791213685,0.9031370691409836
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,258.0,10.0
no_min_moves,764.0,84.0
