,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.685,4.38
std,13.695011074414227,0.9187167158816717
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,276.0,8.0
no_min_moves,731.0,82.0
