,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.93,4.13
std,16.63688329843922,0.48523658709390977
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,333.0,6.0
no_min_moves,760.0,93.0
