,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.003,4.2
std,13.360819679289984,0.6666666666666666
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,144.0,8.0
no_min_moves,752.0,91.0
