,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.131,4.33
std,20.176990606875695,0.841535393303109
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,500.0,8.0
no_min_moves,759.0,85.0
