,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.463,4.18
std,15.822673225090252,0.6257117159804119
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,265.0,7.0
no_min_moves,761.0,92.0
