,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.23,7.5
std,29.18679442777108,9.372752255793644
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,342.0,99.0
no_min_moves,677.0,83.0
