,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,15.841,6.24
std,38.28949992889441,0.6215003027051768
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,8.0
no_min_moves,683.0,86.0
