,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.227,6.37
std,32.100621815175494,1.0977939310961393
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,369.0,12.0
no_min_moves,694.0,87.0
