,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,15.608,6.54
std,44.22786949922459,1.1319064100941039
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,437.0,12.0
no_min_moves,686.0,77.0
