,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.717,6.56
std,21.65806969660461,1.2895853221211473
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,332.0,15.0
no_min_moves,654.0,77.0
