,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.325,6.46
std,15.900194690354933,1.1583687589961074
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,248.0,13.0
no_min_moves,701.0,82.0
