,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.786,6.44
std,17.46904036778699,0.8912594652195478
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,259.0,10.0
no_min_moves,663.0,78.0
