,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.569,5.35
std,14.060260663655205,0.7703468981143129
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,251.0,9.0
no_min_moves,715.0,80.0
