,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.477,5.31
std,24.32548458304994,0.7874649262672022
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,395.0,9.0
no_min_moves,724.0,85.0
