,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.233,5.37
std,20.28260572744772,0.9914279060674522
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,384.0,10.0
no_min_moves,709.0,85.0
