,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.444,5.34
std,30.927906482647664,0.9766982102673241
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,500.0,11.0
no_min_moves,686.0,85.0
