,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.468,5.1
std,27.754121626656953,0.4605661864718383
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,379.0,8.0
no_min_moves,704.0,95.0
