,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.205,5.44
std,19.381553591485375,0.8447102186758212
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,309.0,8.0
no_min_moves,698.0,78.0
