,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,15.338,5.46
std,47.958751003313225,1.067613216384089
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,500.0,11.0
no_min_moves,694.0,79.0
