50,53,64,65,52,66,51,60,57,63,59,54,58,55,62,56,61
6,8,8,6,6,6,6,8,6,6,8,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,9,6,8,6,6,7,6,6
8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,8,6,8,6,6,6,6,8,8,6,8,8,6,6
6,6,6,6,6,6,8,6,6,6,6,8,6,6,8,6,6
6,6,6,9,6,6,6,6,6,6,6,6,8,6,6,6,6
6,6,8,6,6,8,6,6,6,6,6,6,6,6,8,6,6
6,6,6,6,6,6,6,6,6,6,6,7,6,6,8,6,6
6,6,6,6,6,6,6,6,6,6,6,11,8,8,6,6,8
6,6,8,6,6,6,6,6,6,6,6,6,9,6,6,6,6
6,6,6,7,6,8,8,6,8,6,8,6,6,6,6,6,6
6,6,8,6,6,6,8,6,8,6,6,8,8,6,6,7,6
6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6
6,6,10,6,6,8,8,6,6,6,6,6,6,6,6,6,6
6,6,6,8,7,6,6,6,6,6,6,9,6,6,6,6,6
6,8,6,6,6,8,8,6,6,6,6,6,6,6,6,6,6
6,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6
6,6,6,6,6,6,6,6,6,6,6,8,6,6,8,8,6
6,6,6,6,6,7,6,6,7,8,8,6,6,6,6,6,8
6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,8
6,6,8,6,6,6,6,6,6,6,6,6,8,6,8,6,6
6,8,6,6,7,6,6,6,6,6,6,6,6,6,6,6,8
6,6,6,6,6,6,6,6,6,6,6,8,8,7,9,6,6
6,6,8,6,6,6,6,8,6,6,6,9,6,6,8,6,6
6,6,8,8,6,6,6,8,6,6,8,6,6,6,6,10,6
6,6,6,6,6,8,6,6,6,6,6,8,6,6,6,6,6
6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6
8,6,6,6,6,6,6,8,6,8,6,6,6,6,6,6,6
6,6,6,6,8,6,10,6,6,6,11,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8
6,6,6,6,6,6,10,6,9,6,6,6,7,8,6,8,10
6,7,6,8,6,6,6,6,6,6,6,8,6,6,6,6,6
6,8,6,6,6,6,6,7,6,6,7,7,10,6,6,6,8
6,6,6,6,8,9,10,6,8,6,6,6,8,6,6,6,6
6,6,6,6,6,6,6,6,6,8,6,6,6,6,8,6,6
6,8,6,6,6,8,8,6,6,8,6,6,8,6,6,6,6
7,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6
6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8
6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,8,6,6,8,6,8,6,8,8,6
6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,9,6,9,8,6,6,9,6,10,6,6,6,6,7,6,6
6,6,6,6,6,6,8,6,7,8,6,8,6,6,6,6,6
6,6,7,8,6,6,6,6,6,6,7,6,6,6,6,6,6
8,6,6,6,6,6,7,6,6,6,7,6,6,6,8,6,6
6,6,6,6,6,9,6,6,6,6,6,8,8,6,6,6,6
8,8,6,9,6,6,8,6,8,8,6,6,6,6,6,6,6
6,6,6,6,6,6,8,6,6,6,6,8,8,6,8,6,6
6,6,6,6,8,6,6,6,7,6,6,6,10,6,6,6,6
6,6,6,6,8,6,10,6,6,8,6,6,6,6,6,6,6
8,6,8,6,6,6,6,6,6,6,8,6,6,6,6,6,6
6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,6,6,6,6,6,6,6,6,7,6,6,6,8,6,6,8
6,6,6,6,6,6,7,6,6,6,9,6,6,8,8,8,6
6,8,8,6,6,6,8,6,6,6,6,6,6,6,6,8,6
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6
6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,8,6,8,10,6,6,6,6,6,6,6,6
6,6,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,8,6,9,6,6,8,6,6,6
6,9,6,6,8,6,6,8,8,6,6,6,6,6,6,6,6
6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,8,6
6,6,8,6,6,6,6,6,6,6,7,6,6,8,10,8,6
6,6,6,10,6,7,6,6,6,6,6,6,6,6,6,6,6
8,6,6,6,6,7,6,6,6,6,6,6,6,10,6,6,6
6,6,6,6,6,6,6,6,6,6,6,8,8,6,6,8,6
6,7,8,6,8,8,6,8,6,7,6,6,6,6,6,7,9
6,6,6,6,6,6,6,6,6,6,7,6,9,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,6,6
6,6,6,6,6,8,6,6,6,6,6,6,6,6,8,8,6
10,6,6,6,6,6,6,11,6,8,6,6,9,8,8,6,6
8,6,6,6,6,6,6,6,8,8,6,6,6,6,7,6,6
8,6,6,6,6,6,6,6,8,6,6,6,8,6,6,6,6
6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6
