52,72,68,65,81,71,51,66,82,83,67,50,70,69,80,64,73,53,62,58,78,55,75,61,85,76,56,57,77,84,60,79,59,74,54,63
4,4,4,4,4,4,4,4,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,6,4,5,4
4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4
6,4,6,6,4,4,4,4,4,6,4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4
4,4,4,4,4,4,4,4,4,6,6,4,4,5,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,6,4,4,4,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,6,4,4,4,4,30,4,4,4,4,6,4,4
4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,4
4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,6,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4
4,4,5,4,4,4,4,4,4,4,6,4,5,4,4,4,9,4,4,4,4,4,6,5,4,4,4,4,4,4,6,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,6,4,6,4,4,4,4,4,4,4,4,6,6,4,6,6,4,4,4
4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4
4,4,4,4,4,4,4,4,8,4,6,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,6
6,4,4,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4
4,4,4,6,6,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,5,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,6,4,4,6,4,6,6,6,4
4,4,4,4,6,4,6,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,6,4
4,4,4,4,4,4,6,4,4,4,4,5,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4
4,6,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,6,4
4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,6,4,4,4,4,6,6,4,4,4,4,4,4,6,4,4,4,6,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,7,4,4,4,4,4,6,6,4,4,4,6,4,4,4,4
4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,7,4,4,4,5,4,4,4,4,4,4,4,4,4
5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,5,4,4,4,6,4,4,4,4,4,6,6,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,5
4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,6,6,4,4,4,6,4,4,4,4,4,4,4,4,8
6,4,4,4,5,6,4,4,4,5,4,4,4,4,6,4,4,6,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4
4,4,6,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,4,4,4,6,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,9,4,4,4
6,4,4,7,4,5,6,8,6,6,4,4,6,8,4,4,4,6,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,6
4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4
6,4,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4
4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4
4,4,6,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4
6,4,4,4,4,4,4,4,4,6,4,6,4,4,6,4,4,4,5,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4
4,4,6,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,4,4,4
4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,8,6,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,6,4,4,6,9,4,4,4,6,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4
4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,6
4,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,8,4,7,4,4,4,4,4,4,4,4,4,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,6,4,6,4,4,4
4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,6,4,4,4,6,4,4,6,4,4,4,4,4,4,4,6,6,6,4,4,4,6,8,8,4,4,4,4,6,4,6,6,4,4,4
4,4,4,8,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4,6,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4
4,4,4,4,6,4,4,4,6,6,6,4,6,4,4,4,4,6,4,4,7,4,4,4,6,4,4,4,4,4,5,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,5,4,4,6,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
4,8,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4
4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,6,4
4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4
4,4,8,6,4,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,4
4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,6,4,6,6,4,4,4,6,4,4,4
4,4,4,6,4,4,4,4,4,5,4,4,4,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,6,4,4,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,6,4,5,4,4,4,4
4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4
6,4,4,4,4,4,4,4,4,4,4,6,5,6,4,4,4,4,4,4,4,6,4,4,4,6,4,4,7,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,6,4,6
4,4,4,4,4,6,4,4,4,4,4,4,4,6,6,6,4,4,4,4,6,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,6,6,4
4,7,4,4,4,4,5,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,6,4,4
4,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4
4,6,4,4,4,6,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,5,4,4,6,4,4,4,4,4,4
4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,8,4,4,4,4,4,4,6,4,7,4,4,4
4,4,4,4,4,6,4,8,4,6,4,4,4,4,4,6,4,4,4,4,6,4,4,4,6,4,4,6,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
4,4,4,4,4,4,4,4,8,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,6,4,4,4,6
4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4
4,4,4,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5
6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4,6,4,4,4,4,4,6,4,4,6,4,4,4
4,4,4,6,4,4,7,4,6,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,4,5,4,4,4,4
4,4,4,4,4,6,4,6,6,6,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4
6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
4,6,8,4,4,6,4,4,4,6,4,4,4,4,4,4,4,6,4,6,4,4,8,4,6,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,6,8,4,4,4,4,4,4,4,4,4,6,4
4,4,4,4,4,4,4,4,4,6,4,9,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4
4,4,6,4,4,4,4,4,4,4,6,4,4,4,7,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4
4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6
6,4,4,6,4,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,8
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,5,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,6,4,4,4,6,4,6,4,4,4,4,4,4,4,6,4,5,4,4,4,4,4,4,6,4,4,4,6,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4
4,6,4,6,4,8,4,4,4,4,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4
