56,76,88,85,61,75,55,78,58,86,62,63,87,54,74,59,79,89,60,84,77,57,82,66,51,71,81,65,68,72,52,53,73,64,80,69,70,50,67,83
6,10,6,7,6,6,6,6,7,8,6,6,7,6,6,6,6,9,6,6,8,6,6,6,8,7,6,6,9,6,8,6,6,6,6,6,6,9,6,6
6,13,6,7,6,6,6,8,6,8,6,6,6,6,6,6,6,6,6,8,6,6,6,6,8,6,6,8,6,6,8,10,6,8,6,6,6,7,6,6
6,6,6,7,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,8,10,7,6,6,6,6,6,8,6,6,6,6,8,6,6,9,8,8
6,9,6,9,6,6,8,10,6,6,6,6,6,7,6,6,7,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,8,7,6,6
6,6,6,7,6,6,6,6,6,9,6,6,6,8,6,6,6,6,6,6,8,8,6,6,6,6,6,8,6,6,6,6,8,8,6,6,6,7,6,6
6,17,6,7,6,6,8,6,8,6,6,6,6,6,9,6,8,6,6,6,8,6,6,8,6,6,6,6,8,8,6,6,6,6,6,6,6,7,6,6
6,6,6,9,6,6,6,6,6,6,8,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,11,6,8
7,8,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6
6,8,6,7,6,6,6,6,6,6,6,6,8,9,6,8,6,6,6,6,6,6,8,10,6,6,8,8,8,6,6,6,6,6,6,6,6,7,6,6
8,6,6,7,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,7,9,6,6
6,6,8,7,6,6,6,6,6,6,6,8,9,6,7,6,6,8,6,6,8,6,6,6,8,7,6,6,6,8,6,6,6,8,6,6,8,7,7,6
6,6,9,7,6,6,6,6,6,8,6,6,6,6,8,7,6,6,6,6,8,8,8,6,8,6,6,6,6,6,6,6,7,8,6,6,6,7,9,6
6,8,6,7,6,6,6,6,9,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6
6,6,9,7,6,6,9,7,6,6,6,8,6,6,6,8,9,6,8,6,6,8,6,6,6,6,6,8,6,6,6,8,6,6,6,6,6,7,8,6
