53,73,64,69,70,50,67,66,51,71,65,68,72,52,63,54,74,59,60,57,56,76,61,75,55,58,62
9,5,5,5,5,5,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,7,5,5,5,5,5,5,5,5,6,5,5,9,5,5,5,7,7,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,7,5,5,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,6,5,5,5,5,5,5,5,6,5,7,5,5,5,5,5,6,5,5,5,5,5,5,5
5,5,5,7,5,5,5,5,5,5,5,8,5,5,5,5,8,5,7,5,5,5,5,5,5,5,6
5,5,7,5,5,5,5,7,6,5,5,9,5,5,5,7,7,5,5,5,5,7,5,5,5,5,7
7,5,8,8,8,5,5,5,5,5,5,6,5,7,5,5,5,5,5,5,5,5,7,5,5,5,5
5,5,6,5,5,5,6,7,5,5,5,6,5,5,5,5,5,5,7,5,5,6,5,5,5,5,5
5,5,5,7,5,5,5,5,5,5,7,6,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5
5,9,5,5,5,5,5,5,7,5,5,6,5,5,5,7,5,7,5,5,5,5,5,5,5,5,6
5,5,5,5,5,5,5,5,5,5,5,6,5,5,9,5,5,6,5,5,7,5,5,5,5,5,7
5,5,7,5,5,5,5,5,5,5,7,6,5,5,5,5,5,9,5,5,5,5,7,5,5,5,5
5,5,5,5,5,5,5,5,5,5,7,6,5,5,5,5,5,5,5,5,7,5,5,6,5,5,7
5,7,7,5,6,5,5,5,5,5,5,6,5,5,5,6,7,5,5,5,5,5,5,5,7,5,5
5,5,5,5,5,6,5,7,5,5,5,6,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5
5,9,5,5,5,7,5,5,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
6,5,5,5,5,5,9,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,5,7,5,5,5,5,5,5,5,5,6,7,5,5,5,12,5,5,5,5,5,5,5,5,5,6
5,7,5,5,5,5,5,5,7,5,7,6,5,5,5,7,5,7,5,5,5,6,7,5,5,5,5
5,5,5,5,6,5,5,5,5,5,5,10,5,5,5,5,5,6,8,5,5,5,5,5,5,5,5
5,5,5,5,5,5,7,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5
5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,7,5,5,5,5,7,5,5,5,5,6,5
5,7,5,5,5,5,5,5,5,5,5,6,5,5,7,5,5,5,7,5,7,5,5,5,5,5,5
10,5,5,5,5,5,5,5,5,5,5,6,8,5,5,5,5,8,5,6,7,5,7,5,5,5,5
5,11,5,5,5,5,5,5,5,5,5,6,5,5,5,5,7,5,6,5,5,5,5,5,9,5,7
5,5,5,5,5,7,5,5,7,5,5,6,7,10,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,7,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5
5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
5,5,6,5,5,5,5,5,5,8,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,7,5,5,5,5,5,6,7,5,5,5,5,5,5,5,5,5,6,5,5,5,5
7,5,5,5,7,5,7,5,5,5,5,6,5,7,8,5,6,5,5,5,5,5,5,5,5,5,5
5,5,10,5,5,5,5,5,5,5,5,6,6,5,7,5,5,5,5,5,9,5,5,5,5,5,5
5,5,5,5,5,5,5,7,5,7,5,6,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5
5,7,5,5,5,5,5,5,5,8,5,8,5,5,5,5,5,5,5,5,5,5,5,7,5,8,5
5,9,5,5,5,5,5,5,5,5,5,6,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5
5,5,5,7,5,5,5,7,7,5,5,6,5,5,5,5,5,5,5,5,5,5,7,7,6,5,5
5,5,5,5,7,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,7,5,5,9,5,5,5
7,5,5,5,5,7,5,5,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,5,6
5,7,5,5,5,5,8,5,5,5,5,6,5,5,5,5,5,5,5,5,7,5,8,5,5,7,7
5,5,6,5,5,5,5,5,5,5,5,6,5,7,5,7,5,7,5,5,5,5,5,7,7,5,5
5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,11,5,5,5,5,5,5,5,5,5
5,5,7,5,5,5,7,5,7,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,7,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,9,5,7,5,7
5,5,5,5,7,5,5,5,5,5,5,6,7,5,5,5,5,5,5,5,5,5,5,5,5,8,5
5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,7,5,5,5,5,5,5,5,5,5,6,5,8,5,5,5,6,5,5,5,5,5,5,5,5,5
8,5,5,5,5,5,7,5,5,5,5,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5
5,5,6,5,5,7,5,5,5,5,5,6,5,7,5,5,5,5,5,6,6,5,5,5,7,5,5
