53,73,64,69,70,50,67,66,51,71,65,68,72,52,63,54,74,59,60,77,57,56,76,61,75,55,58,62
5,5,6,5,5,7,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,6,5,8,5,5
5,5,5,5,5,5,5,5,7,7,5,5,5,5,7,7,5,5,5,5,5,5,7,5,5,13,5,5
5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,6,5,7,5,5,5,5,6,5,7
5,5,5,5,7,7,5,9,5,5,7,5,5,5,5,5,7,6,5,5,5,5,5,5,5,18,5,5
8,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7,5,5,7,7,5,14,6,7
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,7,5,6,7,5
7,5,5,6,5,5,5,5,5,5,5,5,5,5,7,6,5,5,5,5,6,5,5,7,5,22,5,5
7,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5
6,7,5,7,7,5,5,5,5,5,5,5,5,5,7,5,5,5,8,7,5,5,5,5,5,14,5,7
5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5
5,5,5,5,5,7,7,5,5,5,5,6,5,5,7,5,5,5,5,5,5,5,5,7,5,9,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,7
5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,7,7,5,5,5,5,7,7,5,8,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7,7,5,7,8,9,5
9,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,7,5,5,5,5,5,9,5,5
5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,7,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5
7,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,6,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,5,6,5,5,5,5,6
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5
5,5,5,5,7,7,8,5,5,8,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,5,7,5,7,6,5,5,5,5
6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,9,7,13,5,5
5,5,5,5,5,5,7,5,5,7,5,5,5,5,8,8,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,7,5,9,5
5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,5,5,6,5,9,8,5,5,5,7,5,5,5
5,5,5,5,5,5,7,5,5,5,5,5,8,5,5,5,7,5,5,5,10,5,5,5,5,5,5,5
5,5,5,5,5,5,5,6,5,5,7,5,5,7,5,5,5,9,5,5,5,5,5,5,5,5,5,5
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,9
5,5,8,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,7
5,8,5,5,6,5,5,5,7,5,7,5,7,5,7,5,5,5,9,7,5,5,6,5,5,5,7,5
5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5
5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,6,5,6,5,5,5,5,5,5,5,5,5,7
5,5,5,5,5,7,5,5,5,5,6,5,5,7,5,5,5,6,5,5,5,5,7,5,5,5,5,5
5,7,5,5,5,7,5,5,5,5,9,5,5,5,5,7,5,5,7,5,5,5,5,5,5,9,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,6,5,5,5,5,5,5,5,5,7,5,7
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5,5,5
5,7,7,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,5,7,5,5,5
5,5,5,5,5,7,5,5,5,5,5,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,6
5,5,5,5,5,5,5,7,5,7,5,7,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5
7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,6,5,5,5
5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,7,5,5,6,6,5
8,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,7,7,5,5,5,5,5,5,5,5
5,7,5,5,5,5,5,5,5,5,6,5,5,5,7,5,5,6,7,5,5,5,5,5,5,5,5,7
5,5,5,5,5,5,7,5,7,5,5,5,5,5,5,7,9,5,7,5,6,7,5,5,5,5,5,6
5,7,5,5,5,5,7,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,7,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,6,5,5,5,5,5,5,5,5
6,6,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,7,5,7,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,7,5,9,5,5
5,5,5,7,5,5,5,7,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,7,5
5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,7,5,5,7,5,5,7,5
7,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,6,5,8,5,5,6,5,5,5,7,7,7,5,5,8,5,5,5,7,5,5,5
5,5,5,5,5,5,5,5,7,5,5,5,5,7,7,6,5,5,7,5,5,5,5,5,5,5,5,5
5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,8,5,7,7,5,5,5,5,5,5,5,5,5
5,5,5,5,7,5,5,8,5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5
5,5,5,5,5,5,5,7,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,5
7,5,8,5,5,5,5,7,5,5,5,5,7,5,5,7,6,7,5,5,5,5,5,5,5,7,5,5
5,5,9,5,9,5,5,5,5,5,5,5,5,6,5,7,5,5,5,5,5,5,5,5,5,5,5,5
6,7,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,7,5,5
5,5,5,5,5,5,7,5,7,5,5,5,5,7,7,5,5,5,5,5,5,5,5,7,5,5,7,5
5,5,5,5,5,7,5,7,5,5,7,5,7,5,7,5,5,5,5,5,5,7,5,5,5,7,5,5
5,7,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,7,5,5,10,5,5,5,5,5,5,5
7,5,5,5,5,5,5,5,5,7,5,5,7,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,7,5,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
5,5,7,5,6,7,5,5,5,5,5,5,5,7,5,7,5,5,5,5,7,5,5,5,5,6,5,10
5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,7,5,5,5,5,5,7,5,5,5
5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5
5,6,8,5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,7,6,5,5,5,5,5,5,5,5
5,5,5,7,5,5,5,5,6,5,5,7,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5
5,5,5,5,5,9,5,5,5,5,7,5,7,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,7,5,7,5,5,5,7,9,5,5
5,5,5,5,7,5,5,5,5,5,7,5,5,7,5,8,5,5,5,5,5,6,5,5,5,5,5,5
5,5,7,5,7,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,7
7,5,5,5,9,6,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5
6,10,8,8,5,5,9,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5,5
7,5,5,5,5,6,5,5,5,5,5,5,9,5,5,6,5,5,5,5,5,5,5,5,5,5,5,7
5,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,11,5,5
5,5,7,5,5,5,9,5,5,7,5,6,5,6,5,5,7,5,5,5,5,7,5,7,5,5,5,5
5,5,5,5,5,5,5,5,5,5,7,5,7,5,7,5,5,5,5,5,7,7,5,5,5,5,5,7
5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5
5,8,7,5,5,5,5,5,7,5,5,5,5,5,9,5,7,5,5,5,5,7,5,7,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,7,5,5,5,5,5,5
5,5,5,5,6,5,5,5,5,5,5,5,7,6,5,5,5,7,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,9,6,5,5,7,5,5,6,5,5,6,5,5,5,5,5,5
5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,9,6,5,6,5,5,5,5,5,5
5,5,5,5,5,5,7,5,5,5,5,5,5,8,5,5,5,5,5,5,5,7,5,5,5,5,6,5
5,5,5,5,5,5,5,5,5,5,5,6,5,9,7,5,5,5,5,5,5,5,5,9,5,5,5,5
5,5,5,5,5,5,5,7,7,5,5,5,5,5,7,5,5,7,5,5,5,6,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,7,5,5,5,5,6,5,5,5,5,6,7,5
5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,7
7,7,12,5,5,7,5,5,5,5,5,5,5,5,5,5,6,5,8,5,5,11,5,5,5,5,5,5
5,5,5,5,8,5,5,5,5,5,5,5,8,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5
5,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5
