51,52,53,50,56,58,55,54,57
6,10,8,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
9,6,6,6,6,6,6,6,8
6,6,6,6,8,6,6,7,8
6,6,8,6,6,13,6,10,8
6,6,6,6,6,6,6,6,6
6,6,6,6,6,8,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,8,6,6,7,6,6,6,7
8,6,6,6,6,6,10,6,6
6,6,10,8,6,6,6,6,6
6,6,6,6,8,6,6,6,6
8,6,6,6,6,6,6,6,8
6,6,6,8,6,6,8,6,8
6,6,8,10,6,6,6,6,6
6,6,8,6,8,6,6,8,7
6,11,8,6,8,8,6,9,6
6,10,6,6,6,6,8,6,8
6,6,6,6,6,6,6,8,6
6,6,10,6,6,6,8,6,6
6,6,6,6,6,6,6,8,6
6,6,8,6,6,9,6,6,6
8,6,8,10,6,8,8,8,8
6,6,6,8,8,6,8,6,6
6,6,6,8,10,6,6,6,8
8,8,7,6,8,8,6,6,8
10,6,6,8,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,8,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,8,6,6,6,6,6
8,6,6,6,6,8,6,6,6
6,6,6,6,6,6,6,6,8
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,8
6,6,6,10,6,6,6,8,6
6,6,6,6,6,6,8,6,7
6,6,6,10,6,12,6,6,6
6,6,6,7,6,6,6,6,7
6,6,6,6,6,6,6,6,6
6,6,6,6,6,8,6,6,6
6,6,6,6,6,6,6,6,6
6,6,8,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,10,6,6,6,6,6,7,6
6,8,6,6,8,6,6,6,6
6,6,6,6,6,6,6,8,10
6,6,6,6,6,8,6,6,6
8,6,6,6,6,6,6,6,6
9,6,6,6,6,8,6,8,6
8,6,6,7,6,6,6,6,6
6,6,6,6,6,6,8,6,8
6,8,6,7,6,6,6,6,6
6,8,6,6,8,6,6,6,6
6,6,6,8,11,8,6,6,6
8,6,6,6,8,6,6,6,6
6,6,6,6,8,6,6,6,6
6,6,6,8,6,6,6,6,6
6,6,6,6,8,10,6,8,6
8,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,6
8,6,6,8,6,6,7,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
10,6,6,6,10,6,6,6,6
6,6,6,7,6,6,6,6,6
6,6,6,8,12,8,6,7,6
6,6,6,6,6,6,6,6,6
6,8,6,6,6,8,6,6,6
6,6,6,6,6,6,6,8,6
6,6,6,6,6,8,6,6,6
6,6,6,6,6,6,7,6,6
6,6,6,6,6,6,6,8,6
6,6,6,6,6,6,6,8,6
7,6,9,6,6,8,6,8,6
8,6,6,8,6,6,8,6,6
8,8,6,6,6,6,6,6,6
6,8,8,6,6,6,6,6,6
6,6,8,6,6,6,6,6,6
6,9,8,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,10,6
8,6,8,6,6,6,6,6,6
6,8,6,6,6,6,6,6,6
10,6,6,6,6,6,6,8,7
6,6,6,6,6,6,6,8,8
6,8,6,6,6,6,6,8,6
6,6,6,6,8,6,8,6,6
6,6,6,8,6,6,6,6,6
6,8,6,6,8,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,7,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,8,6,8
6,10,8,6,6,6,8,6,6
6,6,6,6,8,6,7,6,6
7,6,6,8,8,8,6,6,8
8,6,6,6,12,6,8,8,6
