66,82,51,71,68,65,81,72,52,53,73,69,80,64,70,50,83,67,56,76,61,85,88,78,58,75,55,62,86,87,63,59,79,54,74,84,60,89,77,57
6,6,6,6,6,6,8,6,7,10,6,6,7,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6
14,6,6,10,6,6,6,8,7,8,6,8,7,6,6,8,6,8,6,6,6,6,6,8,8,6,8,8,6,6,6,6,6,8,6,6,6,6,6,6
6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,8,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,6,6
6,8,6,6,6,11,6,6,7,6,6,6,7,10,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,6,6,6,6,6,6,6
6,6,8,6,6,6,6,6,9,6,6,6,7,6,6,10,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,7,6,6,6,9,6,6,8,8,6,8,7,6,6,6,6,6,6,9,6,6,6,6,6,8,6,8,10,6,8,6,6
15,6,8,6,6,6,6,7,7,6,6,6,9,8,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,8,6,6,6,8,6
6,6,6,8,6,6,6,6,7,6,6,6,7,6,6,12,6,6,6,6,6,8,6,6,8,6,6,8,6,8,6,6,8,6,6,6,6,8,6,6
6,6,6,6,6,6,6,6,7,6,6,8,7,6,6,6,6,6,8,6,6,6,7,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,8
6,6,6,6,6,6,8,6,7,6,6,6,7,7,6,8,10,6,13,8,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,11,6,6,6,6
6,6,6,8,6,8,6,6,7,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,9,6,6,6,6,6,6,8,6,6,6
6,6,6,6,8,10,6,6,7,6,9,6,7,6,6,6,6,6,8,6,6,8,8,6,6,6,6,6,6,6,6,6,8,8,6,6,6,6,6,6
6,7,6,6,6,6,6,6,7,8,8,6,7,9,6,6,6,6,6,6,6,6,10,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,8,6,6,6,6,7,6,6,8,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,8,6,6,6,6,6,8,6,6,6,6,6,6
6,6,6,6,6,6,8,6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,10,10,6,6,6,6,6,6,6,6
6,6,8,10,8,6,8,8,7,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,8,6,6,6,9,6,6,6,6
14,6,8,6,6,6,6,6,9,6,6,6,9,6,6,6,6,8,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,7,6,8,6,7,8,6,6,8,6,6,6,6,6,6,6,6,6,9,6,7,6,6,14,6,8,6,6,6,6,8,6
6,6,6,6,6,6,6,6,7,6,6,6,7,6,9,6,6,6,6,6,6,6,6,6,6,9,6,6,6,8,6,6,6,6,6,6,6,8,6,8
6,10,6,8,6,8,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,7,6,6,6,6,7,9,6,6,6,6,8
6,8,6,6,8,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
