57,54,55,58,56,50,53,52,51
6,6,6,6,6,6,6,6,6
6,6,6,6,6,8,8,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,8,6,8
6,6,6,6,6,6,6,6,6
6,6,6,6,6,8,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,8,8,6
6,6,6,6,6,8,10,7,6
6,6,6,6,6,6,6,6,6
8,8,6,6,6,8,8,6,6
6,6,6,6,8,6,6,6,6
8,6,6,6,6,8,6,6,6
6,6,8,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
10,6,6,8,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,6
6,6,6,6,6,6,6,8,8
8,6,8,8,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,8,6,6,8,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,6
7,6,6,6,6,6,6,8,8
8,8,6,6,6,6,8,6,6
6,6,6,6,6,6,8,6,6
6,6,6,6,6,6,6,6,10
6,6,6,6,6,6,6,6,6
6,8,6,6,6,6,6,6,6
6,8,6,8,6,6,7,6,8
6,6,6,6,6,6,6,8,6
8,8,6,6,6,8,6,6,6
6,7,9,7,6,6,6,8,6
6,6,6,6,6,6,6,6,6
6,8,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,8
8,6,6,7,6,6,7,10,8
6,6,6,6,8,6,6,6,6
10,6,6,6,6,6,6,8,6
6,6,6,6,6,6,6,8,6
6,8,10,6,6,6,6,6,6
6,6,6,8,6,6,6,6,6
8,10,6,10,6,6,10,6,8
8,6,6,6,6,6,6,6,6
7,6,6,6,8,6,7,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,8,6,6
6,6,6,6,8,8,8,6,8
6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,6
6,8,6,6,6,6,6,6,6
6,6,8,6,6,6,6,6,10
6,6,6,6,6,6,6,6,6
6,8,11,6,6,8,6,6,6
6,6,6,6,8,6,6,8,6
6,6,6,6,6,6,7,6,6
6,6,9,6,6,6,6,6,6
8,6,6,6,6,6,6,6,6
6,6,8,6,6,6,6,9,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,8
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,7,6,8
6,6,8,6,8,6,6,6,6
6,6,8,6,8,6,6,6,6
8,6,6,6,8,6,6,7,6
6,6,6,6,6,6,6,6,8
6,8,6,6,8,6,6,6,8
6,6,6,8,6,6,6,8,6
6,8,6,6,6,6,6,6,7
6,6,6,8,6,6,6,6,6
6,6,6,6,9,6,6,6,6
6,6,6,8,6,6,6,6,6
6,6,6,8,6,6,6,6,6
6,8,6,6,6,6,6,6,6
6,6,6,6,9,6,8,6,6
6,6,6,6,6,8,6,6,6
6,8,6,6,6,6,8,6,8
6,6,6,6,6,6,6,6,6
8,6,6,8,8,6,6,6,6
6,6,6,6,6,6,6,6,6
6,8,8,6,7,6,6,8,6
6,6,8,6,6,6,6,6,8
6,6,8,6,6,6,6,6,6
6,6,6,6,8,6,8,6,6
6,6,6,6,6,8,6,6,8
6,6,6,6,6,6,6,6,8
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,8,6,6,6,6
6,6,6,6,6,6,8,6,6
6,6,6,6,6,6,6,6,6
6,6,8,6,6,6,6,6,9
6,6,6,6,6,6,8,6,6
6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,8
6,6,6,6,8,6,6,6,6
