53,50,51,52,54,57,56,58,55
8,6,6,6,8,6,6,6,7
6,6,6,6,6,6,8,6,7
6,6,6,6,6,6,8,6,7
6,6,6,6,6,8,6,6,7
6,8,6,6,6,6,6,7,7
6,6,10,6,6,6,6,6,7
6,8,6,6,6,6,6,6,7
6,8,6,11,11,6,6,6,7
6,6,6,11,6,8,6,6,7
6,6,6,6,6,6,6,6,7
6,6,8,6,6,6,6,6,7
6,6,6,8,8,9,6,6,7
6,6,6,11,6,6,6,6,7
6,8,6,6,8,7,6,6,7
6,6,6,6,6,9,6,6,9
6,6,8,6,6,6,8,6,7
6,8,10,6,6,6,6,6,7
6,6,6,6,6,6,6,6,7
6,6,6,6,6,8,10,6,7
6,6,8,6,6,6,8,6,7
6,6,8,6,6,6,6,6,7
6,6,6,6,6,6,6,6,7
6,6,6,6,6,6,6,6,7
6,9,6,6,6,6,6,6,11
6,6,6,6,9,6,6,8,7
6,8,6,6,6,6,6,6,7
6,6,6,6,6,6,6,6,7
8,8,6,8,6,6,6,6,9
8,8,6,6,6,6,6,8,10
6,6,6,8,8,6,6,6,7
6,6,6,6,6,6,6,6,7
6,6,6,10,8,6,6,8,7
6,6,8,6,6,6,6,6,7
6,6,6,6,6,6,6,6,7
6,6,8,10,6,6,8,6,7
8,6,6,6,6,6,7,6,7
6,8,6,6,6,6,6,6,7
8,6,6,6,6,6,6,6,9
6,6,8,6,6,6,6,6,7
6,6,6,9,6,8,6,9,7
6,6,6,6,10,6,6,6,7
6,6,8,6,6,6,6,6,7
6,6,6,7,9,6,6,6,11
6,6,6,6,6,6,6,6,7
7,6,7,6,6,6,6,6,7
6,6,6,6,6,6,6,6,11
6,6,6,8,8,6,6,6,10
6,6,7,6,6,6,6,6,7
6,8,6,6,6,6,6,6,7
6,8,6,10,6,6,6,6,7
8,6,6,8,6,6,6,6,9
6,6,6,6,6,6,6,6,7
6,6,8,6,6,8,6,6,9
8,6,8,6,6,6,6,6,7
6,6,6,6,6,8,6,6,7
6,6,6,8,6,6,6,6,7
7,8,6,6,6,6,6,6,7
6,6,6,8,6,6,8,7,9
6,6,6,6,6,6,6,6,7
6,6,6,10,6,6,6,8,7
6,6,6,8,6,8,6,8,7
6,6,6,8,6,6,6,6,7
6,6,6,6,6,8,6,8,7
6,6,6,8,8,6,8,6,7
6,8,6,6,10,6,8,6,7
6,6,10,6,6,6,8,6,7
8,6,6,6,9,6,6,6,10
6,6,6,6,6,6,6,6,7
6,6,8,6,6,8,6,6,7
6,8,6,6,6,6,6,8,7
6,6,6,6,11,6,6,6,7
6,6,6,6,6,8,6,8,7
6,6,6,11,6,6,6,6,7
10,9,6,6,6,8,10,6,11
6,6,6,8,6,7,9,6,7
8,6,8,6,6,6,6,6,7
6,6,6,8,6,8,6,6,10
6,6,6,6,6,6,10,6,7
12,6,6,6,6,6,6,8,7
6,6,6,7,6,6,6,8,7
6,6,6,6,6,6,6,6,7
6,6,6,6,6,13,6,6,7
6,6,8,6,6,6,6,6,7
6,6,12,6,8,8,8,6,7
6,6,6,6,6,7,6,6,7
6,6,6,6,10,8,6,6,9
6,6,8,8,6,6,6,7,7
6,6,6,6,6,8,6,6,8
6,6,8,8,6,6,6,6,7
6,6,6,6,6,6,6,6,9
6,6,6,6,6,6,6,8,9
6,6,8,6,10,6,6,6,7
6,6,6,6,6,6,6,6,7
6,6,6,6,6,8,6,6,7
6,6,6,8,6,6,8,6,7
7,6,6,6,6,8,6,6,7
8,6,6,7,12,10,6,6,9
6,8,6,6,6,6,9,6,7
6,6,6,6,6,6,6,6,9
6,6,6,8,6,6,8,6,7
