5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,6,5,5,5,5,9,5,5,5,5,5
14,7,7,5,5,5,5,5,5,5,5,5,5,7,6,6,5,5,5,5,5,5,5,6,7,5
5,5,5,5,5,7,5,5,5,5,5,7,6,5,5,5,5,7,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,7,5,5,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5
5,5,7,5,5,5,5,5,5,5,5,5,6,5,5,5,5,7,5,5,6,5,5,5,5,5
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5
5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,7,9,5
5,6,5,5,9,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,7,5
5,7,5,5,5,7,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5
