50,70,67,73,53,64,69,65,68,52,72,66,71,51,60,57,63,74,54,59,55,75,58,62,76,56,61
5,7,5,5,5,5,7,5,5,5,7,5,5,7,5,7,5,5,6,5,5,6,5,5,5,5,5
5,5,5,7,5,8,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,5,5,9,7,7,5,5,5,5,5
5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,7,5,5,5,7,5,5,5,9,10,5
5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,8,8
5,5,9,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5
5,5,6,5,5,5,5,6,7,7,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,6
5,5,5,7,5,5,5,6,7,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5
6,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,6,5
7,5,5,11,7,7,5,5,5,5,5,5,5,6,5,5,5,5,5,5,7,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,7,7,5,5,6,5,5,9,5,5,5,5,7,7,7,5,5,5
6,5,5,6,7,5,5,5,5,7,5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5
5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,6,5
7,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,5,5,5,7,5
5,6,6,5,5,5,5,5,8,5,5,5,5,5,5,7,5,8,5,6,5,5,5,5,5,5,5
5,5,5,5,5,5,5,7,5,7,5,9,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5
5,5,5,5,5,9,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,7,5,5,7,5,5,7
