,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.311,6.34
std,20.519535334171927,0.8192137151629673
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,261.0,10.0
no_min_moves,688.0,84.0
